steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy
109501	7368	1039.9319906234741	96.645	113.5	114.99883755147683	285.0	-136.0	1.2472158503262927	1.4652641136506879
110008	7414	1050.6479861736298	78.86	90.5	113.96367401490211	282.0	-140.0	1.3650437447078623	1.458614949259623
110501	7453	1053.9896602630615	68.635	65.5	114.28537750982325	282.0	-140.0	1.3273053576436886	1.344667025545869
111024	7487	1056.9836513996124	87.565	120.0	114.48664434626575	280.0	-142.0	1.2541571515142755	1.3970225390517343
111520	7537	1058.1196727752686	92.885	119.0	116.49811513130042	284.0	-140.0	1.2678634305940841	1.3926300284331756
112006	7584	1068.3615744113922	71.735	86.5	116.9176782717751	282.0	-142.0	1.3284764809582483	1.198397009609837
112515	7631	1072.6193611621857	80.16	103.0	111.77680740371338	275.0	-142.0	1.2908578734280363	1.2620005657946527
113008	7675	1076.3553004264832	75.265	97.5	113.65435025399728	275.0	-140.0	1.3291551674062394	1.3444230871797347
113504	7708	1078.6056010723114	75.86	84.5	114.10688985139237	276.0	-138.0	1.2329374638544175	1.3668681446221036
114022	7746	1084.5535488128662	79.14	101.0	115.12737276512044	274.0	-134.0	1.3322698444895658	1.327940632714992
114507	7779	1092.908322095871	80.3	98.5	118.59660947469987	279.0	-134.0	1.2376646190511458	1.1590915682962728
115010	7823	1099.2505338191986	75.07	83.5	107.72510660456467	258.0	-132.0	1.2593737883406186	1.3651984877725922
115505	7858	1104.639723777771	61.055	65.5	116.28539651310932	278.0	-132.0	1.3544174351203653	1.412490029009051
116012	7895	1112.1792929172516	88.58	114.5	116.51300356612562	281.0	-132.0	1.2535706576407066	1.2676910534968144
117000	7984	1115.896109342575	96.57	119.5	115.79051045555413	277.0	-150.0	1.2861006243399524	1.310282204168386
116530	7939	1117.152727842331	70.03	83.0	108.2358261868581	285.0	-132.0	1.3083696825029996	1.297704801196162
117506	8037	1125.129460811615	67.72	74.5	115.96863897679688	282.0	-142.0	1.3044532955022536	1.233766396044068
118512	8152	1133.280113697052	87.57	110.5	116.20945870047449	273.0	-132.0	1.2615816024922015	1.3227558018567918
118002	8090	1133.2878074645996	74.4	94.0	114.67559662941179	273.0	-148.0	1.3173780004184559	1.2206778294607432
119007	8210	1140.5792427062988	74.14	96.0	114.96187001692755	278.0	-140.0	1.3743756315113216	1.2092138378938069
119515	8258	1145.0516340732574	73.835	91.0	111.52527610840188	279.0	-146.0	1.366715278718779	1.1833202797660833
120005	8311	1150.539312362671	72.055	79.5	118.4630721886015	274.0	-150.0	1.3975028996059484	0.9656989543657301
120524	8339	1154.0277292728424	82.97	104.0	117.13137021928513	282.0	-132.0	1.245481075129234	1.2982888954474372
121005	8383	1160.5749688148499	81.755	95.0	112.2226115706576	276.0	-122.0	1.3311120960778589	1.3050619210336354
121540	8430	1166.3143196105957	86.32	107.0	119.65607162775709	279.0	-146.0	1.2662000309201569	1.208103022313759
122001	8473	1169.8496413230896	78.65	91.5	113.3365491217823	279.0	-138.0	1.2953236498624312	1.240732381758342
